Name,Roll,Email
Rama,1401MC19,Rama@mycollege.in
Meet,1401MM79,Meet@mycollege.in
Prasun,1401MT62,Prasun@mycollege.in
Vijay,1401CB20,Vijay@mycollege.in
Vaishnavi,1401CE30,Vaishnavi@mycollege.in
Rashmi,1401CH82,Rashmi@mycollege.in
Kirti,1401CS46,Kirti@mycollege.in
Sourabh,1401CT04,Sourabh@mycollege.in
Sanskar,1401EC19,Sanskar@mycollege.in
Raunak,1401MC56,Raunak@mycollege.in
Nahid,1401MM49,Nahid@mycollege.in
Prathmesh,1401MT35,Prathmesh@mycollege.in
Vanshika,1401CE52,Vanshika@mycollege.in
Rishab,1401CH24,Rishab@mycollege.in
Kundalik,1401CS21,Kundalik@mycollege.in
Sudhanshu,1401CT01,Sudhanshu@mycollege.in
Satvik,1401EC18,Satvik@mycollege.in
Ravisankar,1401MC60,Ravisankar@mycollege.in
Nishant,1401MM19,Nishant@mycollege.in
Priyal,1401MT29,Priyal@mycollege.in
Vartika,1401CE44,Vartika@mycollege.in
Ritu,1401CH58,Ritu@mycollege.in
Madhav,1401CS44,Madhav@mycollege.in
Sudheer,1401CT10,Sudheer@mycollege.in
Shreyas,1401EC54,Shreyas@mycollege.in
Renu,1401MC71,Renu@mycollege.in
Prajeeth,1401MM80,Prajeeth@mycollege.in
Priyamvada,1401MT64,Priyamvada@mycollege.in
Vidya,1401CE34,Vidya@mycollege.in
Rituraj,1401CH77,Rituraj@mycollege.in
Mahek,1401CS07,Mahek@mycollege.in
Sunny,1401CT16,Sunny@mycollege.in
Shyam,1401EC53,Shyam@mycollege.in
Sabareesh,1401MC46,Sabareesh@mycollege.in
Pranav,1401MM41,Pranav@mycollege.in
Priyesh,1401MT28,Priyesh@mycollege.in
Vikas,1401CE51,Vikas@mycollege.in
Roshan,1401CH80,Roshan@mycollege.in
Narendra,1401CS08,Narendra@mycollege.in
Tanishq,1401CT38,Tanishq@mycollege.in
Sidhi,1401EC42,Sidhi@mycollege.in
Sahil,1401MC50,Sahil@mycollege.in
Rizwa,1401MM26,Rizwa@mycollege.in
Punya,1401MT53,Punya@mycollege.in
Vikash,1401CE38,Vikash@mycollege.in
Ruchi,1401CH66,Ruchi@mycollege.in
Navneet,1401CS40,Navneet@mycollege.in
Vandana,1401CT37,Vandana@mycollege.in
Santosh,1401MC53,Santosh@mycollege.in
Robin,1401MM36,Robin@mycollege.in
Rajneesh,1401MT65,Rajneesh@mycollege.in
Vineet,1401CE13,Vineet@mycollege.in
Sachin,1401CH47,Sachin@mycollege.in
Nethaji,1401CS34,Nethaji@mycollege.in
Varsha,1401CT15,Varsha@mycollege.in
Sasi,1401MC02,Sasi@mycollege.in
Rupal,1401MM34,Rupal@mycollege.in
Ranjan,1401MT39,Ranjan@mycollege.in
Samarth,1401CH65,Samarth@mycollege.in
Niteesh,1401CS49,Niteesh@mycollege.in
Vibhanshu,1401CT18,Vibhanshu@mycollege.in
Seshikanth,1401MC51,Seshikanth@mycollege.in
Rupanjali,1401MM37,Rupanjali@mycollege.in
Reshami,1401MT59,Reshami@mycollege.in
Sameer,1401CH70,Sameer@mycollege.in
Nithisha,1401CS50,Nithisha@mycollege.in
Vineeta,1401CT17,Vineeta@mycollege.in
Siddhesh,1401MC69,Siddhesh@mycollege.in
Rupeshwary,1401MM38,Rupeshwary@mycollege.in
