Name,Roll,Email
Srishti,1401CS94,Srishti@mycollege.in
Subham,1401CS93,Subham@mycollege.in
Subhra,1401CS61,Subhra@mycollege.in
Suryakant,1401CS95,Suryakant@mycollege.in
Suryansh,1401CS57,Suryansh@mycollege.in
Sushant,1401CS90,Sushant@mycollege.in
Swapnil,1401CS42,Swapnil@mycollege.in
Tanay,1401CS89,Tanay@mycollege.in
Tanu,1401CS92,Tanu@mycollege.in
Tuhin,1401CS62,Tuhin@mycollege.in
Ujjwal,1401CS91,Ujjwal@mycollege.in
Umme,1401CS68,Umme@mycollege.in
Uttam,1401CS52,Uttam@mycollege.in
Vatsalya,1401CS53,Vatsalya@mycollege.in
Vertika,1401CS67,Vertika@mycollege.in
Vishesh,1401CS70,Vishesh@mycollege.in
Yashaswi,1401CS58,Yashaswi@mycollege.in
Yogesh,1401CS03,Yogesh@mycollege.in
Yukti,1401CS69,Yukti@mycollege.in
Simran,1401CH29,Simran@mycollege.in
Smriti,1401CH09,Smriti@mycollege.in
Sonal,1401CH23,Sonal@mycollege.in
Srijan,1401CH30,Srijan@mycollege.in
Stuti,1401CH32,Stuti@mycollege.in
Supriya,1401CH27,Supriya@mycollege.in
Surya,1401CH52,Surya@mycollege.in
Suyash,1401CH42,Suyash@mycollege.in
Tamanna,1401CH45,Tamanna@mycollege.in
Tarun,1401CH64,Tarun@mycollege.in
Tharun,1401CH61,Tharun@mycollege.in
Udit,1401CH67,Udit@mycollege.in
Unnati,1401CH46,Unnati@mycollege.in
Vigneshwaran,1401CH83,Vigneshwaran@mycollege.in
Vishnu,1401CH51,Vishnu@mycollege.in
Sharique,1401MM50,Sharique@mycollege.in
Shreepriya,1401MM48,Shreepriya@mycollege.in
Shwetanshi,1401MM54,Shwetanshi@mycollege.in
Shyamali,1401MM72,Shyamali@mycollege.in
Sukumaran,1401MM13,Sukumaran@mycollege.in
Utkarsha,1401MM09,Utkarsha@mycollege.in
Vaishali,1401MM03,Vaishali@mycollege.in
Vardhamann,1401MM29,Vardhamann@mycollege.in
Vashif,1401MM57,Vashif@mycollege.in
Vidit,1401MM53,Vidit@mycollege.in
Vipasha,1401MM21,Vipasha@mycollege.in
Yeram,1401MM62,Yeram@mycollege.in
Zeal,1401MM67,Zeal@mycollege.in
Shaad,1401MT72,Shaad@mycollege.in
Shagufta,1401MT71,Shagufta@mycollege.in
Shagun,1401MT57,Shagun@mycollege.in
Shreyans,1401MT43,Shreyans@mycollege.in
Shukant,1401MT40,Shukant@mycollege.in
Suchita,1401MT18,Suchita@mycollege.in
Sumaiya,1401MT19,Sumaiya@mycollege.in
Toshit,1401MT10,Toshit@mycollege.in
Vasundhara,1401MT15,Vasundhara@mycollege.in
Thaanya,1401MC34,Thaanya@mycollege.in
Urmila,1401MC15,Urmila@mycollege.in
Venkata,1401MC70,Venkata@mycollege.in
Vignesh,1401MC73,Vignesh@mycollege.in
Vinay,1401MC31,Vinay@mycollege.in
Yatharth,1401MC29,Yatharth@mycollege.in
