Name,Roll,Email
Amaan,1401CT39,Amaan@mycollege.in
Amrit,1401CT45,Amrit@mycollege.in
Anita,1401CT51,Anita@mycollege.in
Anubhav,1401CT50,Anubhav@mycollege.in
Anukriti,1401CT53,Anukriti@mycollege.in
Anupriya,1401CT52,Anupriya@mycollege.in
Archana,1401CT47,Archana@mycollege.in
Arman,1401CT46,Arman@mycollege.in
Avanish,1401CT48,Avanish@mycollege.in
Gargi,1401CT59,Gargi@mycollege.in
Hariom,1401CT58,Hariom@mycollege.in
Jai,1401CT61,Jai@mycollege.in
Janvi,1401CT60,Janvi@mycollege.in
Jaya,1401CT55,Jaya@mycollege.in
Khanak,1401CT24,Khanak@mycollege.in
Kritika,1401CT54,Kritika@mycollege.in
Kushagra,1401CT57,Kushagra@mycollege.in
Madhu,1401CT23,Madhu@mycollege.in
Manya,1401CT26,Manya@mycollege.in
Megha,1401CT25,Megha@mycollege.in
Minakshi,1401CT20,Minakshi@mycollege.in
Monti,1401CT19,Monti@mycollege.in
Mugdha,1401CT22,Mugdha@mycollege.in
Namrata,1401CT56,Namrata@mycollege.in
Naziya,1401CT62,Naziya@mycollege.in
Nitikarsh,1401CT21,Nitikarsh@mycollege.in
Pakhi,1401CT27,Pakhi@mycollege.in
Poonam,1401CT33,Poonam@mycollege.in
Prachi,1401CT32,Prachi@mycollege.in
Prajjwal,1401CT35,Prajjwal@mycollege.in
Priyam,1401CT64,Priyam@mycollege.in
Purnima,1401CT34,Purnima@mycollege.in
Purvi,1401CT29,Purvi@mycollege.in
Ragini,1401CT63,Ragini@mycollege.in
Ranu,1401CT28,Ranu@mycollege.in
Saloni,1401CT31,Saloni@mycollege.in
Sanjeev,1401CT42,Sanjeev@mycollege.in
Sapna,1401CT30,Sapna@mycollege.in
Satendra,1401CT07,Satendra@mycollege.in
Satya,1401CT36,Satya@mycollege.in
Saurav,1401CT41,Saurav@mycollege.in
Shakti,1401CT06,Shakti@mycollege.in
Shalu,1401CT09,Shalu@mycollege.in
Shaqib,1401CT08,Shaqib@mycollege.in
Shilpi,1401CT03,Shilpi@mycollege.in
Shivang,1401CT02,Shivang@mycollege.in
Shrishti,1401CT44,Shrishti@mycollege.in
Simaran,1401CT43,Simaran@mycollege.in
Sonu,1401CT05,Sonu@mycollege.in
Sourabh,1401CT04,Sourabh@mycollege.in
Sudhanshu,1401CT01,Sudhanshu@mycollege.in
Sudheer,1401CT10,Sudheer@mycollege.in
Sunny,1401CT16,Sunny@mycollege.in
Tanishq,1401CT38,Tanishq@mycollege.in
Vandana,1401CT37,Vandana@mycollege.in
Varsha,1401CT15,Varsha@mycollege.in
Vibhanshu,1401CT18,Vibhanshu@mycollege.in
Vineeta,1401CT17,Vineeta@mycollege.in
Vipin,1401CT12,Vipin@mycollege.in
Vipul,1401CT11,Vipul@mycollege.in
Virat,1401CT14,Virat@mycollege.in
Yashika,1401CT13,Yashika@mycollege.in
Yusuf,1401CT49,Yusuf@mycollege.in
Yuvraj,1401CT40,Yuvraj@mycollege.in
Aayush,1401CE39,Aayush@mycollege.in
Abdul,1401CE46,Abdul@mycollege.in
Akhilesh,1401CE40,Akhilesh@mycollege.in
Alok,1401CE02,Alok@mycollege.in
Anshu,1401CE18,Anshu@mycollege.in
